scenario,fish,host,weight,group,D_env_host_fut,I_env_host,D_comb_host_fut,I_comb_host,D_env_host_cur,D_comb_host_cur,delta_D_env,delta_D_comb
ssp119_2100,Amphiprion_percula,Stichodactyla_gigantea,0.19,specialist,0.717378096598249,0.9375501885349353,0.6471445751735956,0.8899994197234847,0.6966317789490926,0.6826849284752878,0.020746317649156465,-0.03554035330169225
ssp585_2050,Amphiprion_akindynos,Entacmaea_quadricolor,0.56,generalist,0.44587194200768976,0.7193149640429554,0.37760637237209793,0.6383687189973964,0.448610159774831,0.43721548870700355,-0.0027382177671412267,-0.05960911633490562
ssp585_2050,Amphiprion_allardi,Entacmaea_quadricolor,0.51,generalist,0.5868027401791518,0.8657248411374272,0.6641544552601585,0.9080373622554714,0.4954979261639496,0.532618953072667,0.09130481401520218,0.13153550218749144
ssp585_2050,Amphiprion_chrysogaster,Entacmaea_quadricolor,0.08,generalist,0.566155577546039,0.8352237563100472,0.4384889085265893,0.7393665563752274,0.39539395790090703,0.3009270548294636,0.17076161964513192,0.1375618536971257
ssp585_2050,Amphiprion_ephippium,Entacmaea_quadricolor,1,specialist,0.6886548792432291,0.9214310454151954,0.7084573801003906,0.9369622064010964,0.6255252544170538,0.651235360311797,0.06312962482617535,0.05722201978859365
ssp585_2050,Amphiprion_frenatus,Entacmaea_quadricolor,1,specialist,0.5249213845444372,0.8103952962236145,0.5168998822783346,0.8096281938225048,0.6804711429351669,0.6736592208428231,-0.1555497583907297,-0.15675933856448854
ssp585_2050,Amphiprion_fuscocaudatus,Entacmaea_quadricolor,0.15,generalist,0.3288021245306072,0.6127806927957692,0.4528666046315888,0.7467891648997156,0.41036396799571595,0.5234443705873076,-0.08156184346510875,-0.07057776595571885
ssp585_2050,Amphiprion_latifasciatus,Entacmaea_quadricolor,0.29,generalist,0.49045769317015697,0.7660686642912475,0.5921363023676576,0.8468525756676843,0.4923071154244263,0.585511033558032,-0.0018494222542693173,0.006625268809625551
ssp585_2050,Amphiprion_melanopus,Entacmaea_quadricolor,0.98,specialist,0.7394108840662721,0.9433062445758102,0.7105751200443855,0.9313285547699063,0.7480550910989409,0.7051397159585608,-0.008644207032668771,0.005435404085824658
ssp585_2050,Amphiprion_rubrocinctus,Entacmaea_quadricolor,1,specialist,0.399726687832317,0.7069685908222261,0.3787102595151899,0.6606726076454714,0.3295176685430037,0.3070410341931764,0.07020901928931333,0.07166922532201347
ssp585_2050,Amphiprion_sebae,Entacmaea_quadricolor,0.06,generalist,0.8209648827325796,0.9730975781749397,0.857659507569025,0.9816278027064228,0.7897487812494729,0.7965019778712976,0.031216101483106717,0.061157529697727364
ssp585_2050,Amphiprion_tricinctus,Entacmaea_quadricolor,0.22,generalist,0.3521088676737072,0.7060259454923088,0.5388341778462744,0.866996366665103,0.30734480314706036,0.4271310601331938,0.04476406452664683,0.11170311771308061
ssp585_2050,Amphiprion_akallopisos,Heteractis_magnifica,0.94,specialist,0.7642167702979107,0.9547877448647973,0.7575077207759089,0.9566179443956376,0.7210732782260962,0.7226403108503647,0.04314349207181445,0.03486740992554416
ssp585_2050,Amphiprion_akindynos,Heteractis_magnifica,0.02,generalist,0.3245378679488121,0.6078962085562128,0.2907319343942991,0.5400997737925112,0.37967950319528554,0.3738566870936849,-0.05514163524647342,-0.0831247526993858
ssp585_2050,Amphiprion_allardi,Heteractis_magnifica,0.11,generalist,0.5243946926258818,0.8207685233153189,0.6533255806151561,0.8907124609292044,0.4573236051432571,0.5002940817874028,0.06707108748262469,0.15303149882775335
ssp585_2050,Amphiprion_chrysogaster,Heteractis_magnifica,0.32,generalist,0.46255138857265643,0.7629445555579115,0.43093825418492104,0.7249730653818287,0.42811135933118394,0.34170951879647504,0.03444002924147249,0.089228735388446
ssp585_2050,Amphiprion_latifasciatus,Heteractis_magnifica,0.08,generalist,0.5410598628792986,0.778497908813575,0.654371425482727,0.8613072728175073,0.5460125515350809,0.6222266676258061,-0.004952688655782245,0.032144757856920836
ssp585_2050,Amphiprion_leucokranos,Heteractis_magnifica,0.14,generalist,0.6481400041945873,0.8965511683155907,0.7397115947717265,0.9505316577157252,0.6666934845788242,0.6266837584050448,-0.018553480384236876,0.11302783636668179
ssp585_2050,Amphiprion_nigripes,Heteractis_magnifica,1,specialist,0.6538705791828407,0.8598129949465277,0.6215632185112585,0.8633586376464883,0.732856141063021,0.654834841215972,-0.07898556188018024,-0.03327162270471351
ssp585_2050,Amphiprion_ocellaris,Heteractis_magnifica,0.85,specialist,0.51457357246240365,0.8041201045832382,0.5713423625987413,0.8487660012438065,0.6985232060071849,0.6955442206691062,-0.18394963354478122,-0.12420185807036488
ssp585_2050,Amphiprion_percula,Heteractis_magnifica,0.81,specialist,0.570723817168147,0.8721019487591307,0.5927151612481725,0.8728111337664349,0.7015713640845997,0.6662676166728674,-0.13084754691645273,-0.073552455424694907
ssp585_2050,Amphiprion_tricinctus,Heteractis_magnifica,0.03,generalist,0.40357388203957967,0.7210895966239649,0.59222981483824,0.8797835099911917,0.3459967984318786,0.4750450107773102,0.057577083607701085,0.11718480406092979
ssp585_2050,Amphiprion_akindynos,Heteractis_crispa,0.15,generalist,0.40366422419235104,0.687270597508702,0.3397531783030574,0.5933244434745863,0.4738430285890468,0.4607131534187402,-0.07017880439669577,-0.1209599751156828
ssp585_2050,Amphiprion_allardi,Heteractis_crispa,0.01,generalist,0.5582689600381776,0.8446066876194798,0.6615399659666648,0.8977299001403464,0.5391445620811792,0.5727490514328075,0.019124397956998385,0.08879091453385723
ssp585_2050,Amphiprion_fuscocaudatus,Heteractis_crispa,0.05,generalist,0.2776066752879621,0.5459205822324035,0.40132626697389406,0.6871852524189866,0.38751543664465016,0.4903501014556034,-0.10990876135668803,-0.08902383448170936
ssp585_2050,Amphiprion_leucokranos,Heteractis_crispa,0.43,generalist,0.6566391392779909,0.9035064408821519,0.7088380713553168,0.9444854224258354,0.6448092874550577,0.6192330311766794,0.011829851822933168,0.08960504017863746
ssp585_2050,Amphiprion_melanopus,Heteractis_crispa,0.02,specialist,0.6390724534853225,0.894280404886956,0.6512570532878577,0.904380762991428,0.7899581133014045,0.741555818875808,-0.15088565981608204,-0.09029876558795036
ssp585_2050,Amphiprion_sebae,Heteractis_crispa,0.11,generalist,0.7562465460178918,0.9442836012552965,0.7933315591359387,0.9615638392375275,0.7427777054690401,0.7600421877809387,0.013468840548851668,0.033289371354999986
ssp585_2050,Amphiprion_akindynos,Heteractis_aurora,0.01,generalist,0.4145421514025739,0.6850822494169932,0.3611454014188322,0.6212273584070968,0.4140414717400063,0.40855796520484056,5.006796625676158e-4,-0.04741256378600833
ssp585_2050,Amphiprion_allardi,Heteractis_aurora,0.07,generalist,0.5865188392144083,0.8630677954546532,0.6598097808809301,0.9046713127428265,0.468407242261237,0.5086016838726182,0.1181115969531713,0.15120809700831195
ssp585_2050,Amphiprion_fuscocaudatus,Heteractis_aurora,0.25,generalist,0.3447285808273952,0.6315780198670995,0.47381177691634313,0.7665021041731838,0.40670397637570554,0.519947318535074,-0.06197539554831033,-0.0461355416187309
ssp585_2050,Amphiprion_latifasciatus,Heteractis_aurora,0.13,generalist,0.4731565648795074,0.7365329347253939,0.5668297215212681,0.8203597340167474,0.47567215529804296,0.5561964706677449,-0.0025155904185355515,0.01063325085352318
ssp585_2050,Amphiprion_polymnus,Heteractis_aurora,0.02,generalist,0.8425346675563807,0.9712529594073297,0.7603213888708131,0.9468129170654521,0.7780790464686491,0.7661209907785634,0.06445562108773162,-0.005799601907750307
ssp585_2050,Amphiprion_sebae,Heteractis_aurora,0.11,generalist,0.7931883289314601,0.9646534088224582,0.8175151587323509,0.971136225347566,0.8060638514851066,0.8104583990847352,-0.012875522553646546,0.007056759647615762
ssp585_2050,Amphiprion_tricinctus,Heteractis_aurora,0.14,generalist,0.3794290028335988,0.7353790205987539,0.5651790973745413,0.8808328013905267,0.33076797893102583,0.4507116408535453,0.048661023902572986,0.11446745652099599
ssp585_2050,Amphiprion_sebae,Heteractis_malu,0.06,generalist,0.790718148454898,0.9654018103196674,0.7439119671630665,0.9499523595043937,0.8282739317533588,0.8240405394146554,-0.037555783298460876,-0.08012857225158887
ssp585_2050,Amphiprion_tricinctus,Heteractis_malu,0.05,generalist,0.20234017456939046,0.543605964458671,0.36853128643966293,0.7265774138594405,0.21764395377086765,0.3245467834068305,-0.015303779201477186,0.04398450303283241
ssp585_2050,Amphiprion_akindynos,Stichodactyla_haddoni,0.01,generalist,0.5357794804666949,0.7996200730342632,0.4238234705976599,0.6918528628344107,0.5139994393800899,0.49540760138376794,0.02178004108660503,-0.07158413078610804
ssp585_2050,Amphiprion_allardi,Stichodactyla_haddoni,0.14,generalist,0.5857290892975853,0.8604694714009791,0.6008169152521043,0.8655407137081188,0.5220919882139787,0.5441867214393712,0.06363710108360654,0.056630193812733154
ssp585_2050,Amphiprion_fuscocaudatus,Stichodactyla_haddoni,0.06,generalist,0.35195012876044185,0.631106030743191,0.47099364697912116,0.7516922986242534,0.39835667374936123,0.5013306285479432,-0.046406544988919385,-0.03033698156882203
ssp585_2050,Amphiprion_latifasciatus,Stichodactyla_haddoni,0.08,generalist,0.4254495051491928,0.720977980544748,0.5045843994043605,0.7873920275786633,0.4688066762250179,0.5596469243151734,-0.04335717107582515,-0.05506252491081287
ssp585_2050,Amphiprion_polymnus,Stichodactyla_haddoni,0.88,generalist,0.6891202078993061,0.9117986798921082,0.6642527906466,0.9083706076439175,0.6554827281345444,0.6715104247697096,0.03363747976476161,-0.007257634123109535
ssp585_2050,Amphiprion_sebae,Stichodactyla_haddoni,0.6,generalist,0.7102575788260554,0.9339495692765003,0.7365768021248996,0.9377990199970808,0.7985999581795286,0.8151670541755536,-0.08834237935347311,-0.07859025205065395
ssp585_2050,Amphiprion_tricinctus,Stichodactyla_haddoni,0.29,generalist,0.2912101363437223,0.6525866095730403,0.47392965966917355,0.823891681666326,0.2708171841814512,0.38399499896971057,0.020392952162271105,0.08993466069946299
ssp585_2050,Amphiprion_ocellaris,Stichodactyla_gigantea,0.15,specialist,0.6910401187208799,0.9166634599599098,0.6201144453820358,0.8881932791990534,0.7477356235282175,0.7418808240025305,-0.05669550480733765,-0.12176637862049478
ssp585_2050,Amphiprion_percula,Stichodactyla_gigantea,0.19,specialist,0.7189348520204758,0.9379564305849067,0.6447882405874844,0.8886126621002027,0.6966317789490926,0.6826849284752878,0.02230307307138324,-0.037896687887803426
ssp585_2100,Amphiprion_akindynos,Entacmaea_quadricolor,0.56,generalist,0.45200491192314174,0.7282584446589573,0.37403604556082415,0.6383683447420376,0.448610159774831,0.43721548870700355,0.0033947521483107534,-0.0631794431461794
ssp585_2100,Amphiprion_allardi,Entacmaea_quadricolor,0.51,generalist,0.5833251961802759,0.8628905143678061,0.6731281562724544,0.9106339604463548,0.4954979261639496,0.532618953072667,0.08782727001632629,0.14050920319978732
ssp585_2100,Amphiprion_chrysogaster,Entacmaea_quadricolor,0.08,generalist,0.5684008235505265,0.8357051108321583,0.4491231912331197,0.7456909732793453,0.39539395790090703,0.3009270548294636,0.17300686564961942,0.14819613640365614
ssp585_2100,Amphiprion_ephippium,Entacmaea_quadricolor,1,specialist,0.6828257193042437,0.9203192732264126,0.7069328554825636,0.9371208046776627,0.6255252544170538,0.651235360311797,0.057300464887189984,0.05569749517076661
ssp585_2100,Amphiprion_frenatus,Entacmaea_quadricolor,1,specialist,0.5471300742404054,0.8229019221659802,0.5336483011678412,0.8189880394919505,0.6804711429351669,0.6736592208428231,-0.13334106869476148,-0.14001091967498192
ssp585_2100,Amphiprion_fuscocaudatus,Entacmaea_quadricolor,0.15,generalist,0.3370718006280342,0.6225523508235704,0.4585964178651454,0.7519994138455908,0.41036396799571595,0.5234443705873076,-0.07329216736768174,-0.06484795272216226
ssp585_2100,Amphiprion_latifasciatus,Entacmaea_quadricolor,0.29,generalist,0.4918786279636421,0.764309062771021,0.5883970008690053,0.8440396512035915,0.4923071154244263,0.585511033558032,-4.28487460784166e-4,0.0028859673109732364
ssp585_2100,Amphiprion_melanopus,Entacmaea_quadricolor,0.98,specialist,0.7352016211875696,0.9403711071315176,0.7052586164626009,0.9289519323496052,0.7480550910989409,0.7051397159585608,-0.012853469911371262,1.189005040400648e-4
ssp585_2100,Amphiprion_rubrocinctus,Entacmaea_quadricolor,1,specialist,0.3872582846444619,0.6930382152404522,0.37495204143387295,0.6548839288897887,0.3295176685430037,0.3070410341931764,0.0577406161014582,0.06791100724069654
ssp585_2100,Amphiprion_sebae,Entacmaea_quadricolor,0.06,generalist,0.8197270085667874,0.9722881824304618,0.8603294403627768,0.9820636345576741,0.7897487812494729,0.7965019778712976,0.029978227317314476,0.06382746249147919
ssp585_2100,Amphiprion_tricinctus,Entacmaea_quadricolor,0.22,generalist,0.3675207645942443,0.7177893753453835,0.5480379815753866,0.8721246840266568,0.30734480314706036,0.4271310601331938,0.06017596144718396,0.12090692144219284
ssp585_2100,Amphiprion_akallopisos,Heteractis_magnifica,0.94,specialist,0.7497297729016716,0.9509345456979357,0.7533771338294645,0.9555957188525075,0.7210732782260962,0.7226403108503647,0.028656494675575406,0.030736822979099743
ssp585_2100,Amphiprion_akindynos,Heteractis_magnifica,0.02,generalist,0.3346263893614947,0.6168251400247866,0.2940945753199302,0.5401527531797777,0.37967950319528554,0.3738566870936849,-0.04505311383379085,-0.0797621117737547
ssp585_2100,Amphiprion_allardi,Heteractis_magnifica,0.11,generalist,0.5084449094693573,0.8085769435634053,0.6424079043274469,0.8848166425287779,0.4573236051432571,0.5002940817874028,0.05112130432610018,0.14211382254004412
ssp585_2100,Amphiprion_chrysogaster,Heteractis_magnifica,0.32,generalist,0.45851534472948474,0.7580821785655867,0.43174579252344036,0.7244724261450827,0.42811135933118394,0.34170951879647504,0.030403985398300803,0.09003627372696532
ssp585_2100,Amphiprion_latifasciatus,Heteractis_magnifica,0.08,generalist,0.5298266779770313,0.7705358533347947,0.6438879903192871,0.8558836068614591,0.5460125515350809,0.6222266676258061,-0.01618587355804957,0.021661322693480978
ssp585_2100,Amphiprion_leucokranos,Heteractis_magnifica,0.14,generalist,0.6506247300725128,0.896392946045521,0.7487878490009718,0.9529418282717252,0.6666934845788242,0.6266837584050448,-0.0160687545063114,0.12210409059592708
ssp585_2100,Amphiprion_nigripes,Heteractis_magnifica,1,specialist,0.6573566971737307,0.8609565753062003,0.6222096021683867,0.8624570157278052,0.732856141063021,0.654834841215972,-0.07549944388929031,-0.0326252390475853
ssp585_2100,Amphiprion_ocellaris,Heteractis_magnifica,0.85,specialist,0.5233371416161184,0.8121915661695035,0.5806449762051864,0.8531894161805218,0.6985232060071849,0.6955442206691062,-0.17518606439106643,-0.11489924446391975
ssp585_2100,Amphiprion_percula,Heteractis_magnifica,0.81,specialist,0.5661272130735004,0.8694115442621096,0.5819312640178951,0.8668314937513498,0.7015713640845997,0.6662676166728674,-0.1354441510110993,-0.0843363526549723
ssp585_2100,Amphiprion_tricinctus,Heteractis_magnifica,0.03,generalist,0.4238940159297011,0.7348360161290319,0.609736694168317,0.8880112338654083,0.3459967984318786,0.4750450107773102,0.07789721749782252,0.1346916833910068
ssp585_2100,Amphiprion_akindynos,Heteractis_crispa,0.15,generalist,0.4133250481644718,0.6949479651483659,0.3391199634262072,0.585812996425071,0.4738430285890468,0.4607131534187402,-0.06051798042457501,-0.12159318999253299
ssp585_2100,Amphiprion_allardi,Heteractis_crispa,0.01,generalist,0.5451165165115914,0.8334922888660696,0.6557511425008804,0.8940826327889392,0.5391445620811792,0.5727490514328075,0.005971954430412207,0.08300209106807288
ssp585_2100,Amphiprion_fuscocaudatus,Heteractis_crispa,0.05,generalist,0.2799786176270901,0.5466804655358127,0.40076582753935586,0.6866435754566548,0.38751543664465016,0.4903501014556034,-0.10753681901756007,-0.08958427391624757
ssp585_2100,Amphiprion_leucokranos,Heteractis_crispa,0.43,generalist,0.6537549011296389,0.8986573830018318,0.7089816241532426,0.9438095334796727,0.6448092874550577,0.6192330311766794,0.008945613674581132,0.08974859297656324
ssp585_2100,Amphiprion_melanopus,Heteractis_crispa,0.02,specialist,0.630242057647004,0.8847391345338932,0.6434870123774777,0.9000376579406605,0.7899581133014045,0.741555818875808,-0.1597160556544005,-0.09806880649833027
ssp585_2100,Amphiprion_sebae,Heteractis_crispa,0.11,generalist,0.740294183510785,0.9370485096972496,0.7819778140045229,0.9572246282801937,0.7427777054690401,0.7600421877809387,-0.002483521958255075,0.021935626223584248
ssp585_2100,Amphiprion_akindynos,Heteractis_aurora,0.01,generalist,0.4181551461654124,0.6934872458055531,0.3595513379681876,0.6252373047903538,0.4140414717400063,0.40855796520484056,0.004113674425406111,-0.049006627236652944
ssp585_2100,Amphiprion_allardi,Heteractis_aurora,0.07,generalist,0.579793570579586,0.8582788426189903,0.6677822597697263,0.907892838877143,0.468407242261237,0.5086016838726182,0.11138632831834905,0.1591805758971081
ssp585_2100,Amphiprion_fuscocaudatus,Heteractis_aurora,0.25,generalist,0.3502035167002697,0.6390950169874414,0.4779906412509092,0.770753249209249,0.40670397637570554,0.519947318535074,-0.05650045967543582,-0.041956677284164856
ssp585_2100,Amphiprion_latifasciatus,Heteractis_aurora,0.13,generalist,0.47579256555989824,0.7351112643414607,0.5676448640727976,0.8202340412062592,0.47567215529804296,0.5561964706677449,1.2041026185527492e-4,0.01144839340505266
ssp585_2100,Amphiprion_polymnus,Heteractis_aurora,0.02,generalist,0.8444230400540854,0.9711530435846614,0.761413430275799,0.9462285935783455,0.7780790464686491,0.7661209907785634,0.0663439935854363,-0.004707560502764441
ssp585_2100,Amphiprion_sebae,Heteractis_aurora,0.11,generalist,0.7960576647353731,0.9656770936117004,0.8238970873498405,0.9727436368750529,0.8060638514851066,0.8104583990847352,-0.010006186749733526,0.013438688265105303
ssp585_2100,Amphiprion_tricinctus,Heteractis_aurora,0.14,generalist,0.39275925635297326,0.7456358801548524,0.5716889897890383,0.8841895866535416,0.33076797893102583,0.4507116408535453,0.06199127742194743,0.12097734893549295
ssp585_2100,Amphiprion_sebae,Heteractis_malu,0.06,generalist,0.7860186974684167,0.9642085917123958,0.736202368549489,0.9480899623194687,0.8282739317533588,0.8240405394146554,-0.042255234284942156,-0.08783817086516643
ssp585_2100,Amphiprion_tricinctus,Heteractis_malu,0.05,generalist,0.21250543573926728,0.5567397431117477,0.37167459226593036,0.7298542083810383,0.21764395377086765,0.3245467834068305,-0.00513851803160037,0.04712780885909984
ssp585_2100,Amphiprion_akindynos,Stichodactyla_haddoni,0.01,generalist,0.5303582575277583,0.8020273769020918,0.41281041169662736,0.6833887947835713,0.5139994393800899,0.49540760138376794,0.016358818147668486,-0.08259718968714058
ssp585_2100,Amphiprion_allardi,Stichodactyla_haddoni,0.14,generalist,0.5848996477842667,0.8608619180662085,0.6203071712800386,0.8753215765036514,0.5220919882139787,0.5441867214393712,0.062807659570288,0.07612044984066746
ssp585_2100,Amphiprion_fuscocaudatus,Stichodactyla_haddoni,0.06,generalist,0.3562042157393511,0.631494434036531,0.4751503745609976,0.7511121373557728,0.39835667374936123,0.5013306285479432,-0.04215245801001011,-0.026180253986945567
ssp585_2100,Amphiprion_latifasciatus,Stichodactyla_haddoni,0.08,generalist,0.42894677104875534,0.7167293417596962,0.5059825447948976,0.7827351298374423,0.4688066762250179,0.5596469243151734,-0.03985990517626259,-0.05366437952027581
ssp585_2100,Amphiprion_polymnus,Stichodactyla_haddoni,0.88,generalist,0.6847052636449091,0.910289219369228,0.6626901432531694,0.9073818574532269,0.6554827281345444,0.6715104247697096,0.02922253551036469,-0.00882028151654013
ssp585_2100,Amphiprion_sebae,Stichodactyla_haddoni,0.6,generalist,0.7164176846466288,0.9361048201372941,0.7507420264203694,0.9422261543620425,0.7985999581795286,0.8151670541755536,-0.08218227353289975,-0.06442502775518422
ssp585_2100,Amphiprion_tricinctus,Stichodactyla_haddoni,0.29,generalist,0.2989584678328503,0.6585056709460433,0.474446456660632,0.8240146250068173,0.2708171841814512,0.38399499896971057,0.028141283651399118,0.09045145769092144
ssp585_2100,Amphiprion_ocellaris,Stichodactyla_gigantea,0.15,specialist,0.7023125407068488,0.9227333894167793,0.6249967687808013,0.8895575879826789,0.7477356235282175,0.7418808240025305,-0.045423082821368754,-0.11688405522172918
ssp585_2100,Amphiprion_percula,Stichodactyla_gigantea,0.19,specialist,0.7175261003224651,0.936449957255855,0.6339754155570694,0.8824583656838371,0.6966317789490926,0.6826849284752878,0.02089432137337255,-0.048709512918218456
